state_index,c1e_split,sample_id,source_group,position,replay_ready,missing_replay_fields,replay_packet_path,baseline_action_recoverable,candidate_action_recoverable,teacher_action_recoverable
11001,enriched,1,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3002,1,1,1
11002,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3003,1,1,1
11003,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3004,1,1,1
11004,enriched,4,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3005,1,1,1
11005,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3006,1,1,1
11006,enriched,6,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3007,1,1,1
11007,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3008,1,1,1
11008,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3009,1,1,1
11009,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3010,1,1,1
11010,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3011,1,1,1
11011,enriched,11,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3012,1,1,1
11012,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3013,1,1,1
11013,enriched,13,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3014,1,1,1
11014,enriched,14,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3015,1,1,1
11015,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3016,1,1,1
11016,enriched,16,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3017,1,1,1
11017,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3018,1,1,1
11018,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3019,1,1,1
11019,enriched,19,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3020,1,1,1
11020,enriched,0,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3021,1,1,1
11021,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3022,1,1,1
11022,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3023,1,1,1
11023,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3024,1,1,1
11024,enriched,4,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3025,1,1,1
11025,enriched,5,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3026,1,1,1
11026,enriched,6,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3027,1,1,1
11027,enriched,7,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3028,1,1,1
11028,enriched,8,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3029,1,1,1
11029,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3030,1,1,1
11030,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3031,1,1,1
11031,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3032,1,1,1
11032,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3033,1,1,1
11033,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3034,1,1,1
11034,enriched,14,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3035,1,1,1
11035,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3036,1,1,1
11036,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3037,1,1,1
11037,enriched,17,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3038,1,1,1
11038,enriched,18,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3039,1,1,1
11039,enriched,19,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3040,1,1,1
11040,enriched,0,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3041,1,1,1
11041,enriched,1,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3042,1,1,1
11042,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3043,1,1,1
11043,enriched,3,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3044,1,1,1
11044,enriched,4,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3045,1,1,1
11045,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3046,1,1,1
11046,enriched,6,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3047,1,1,1
11047,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3048,1,1,1
11048,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3049,1,1,1
11049,enriched,9,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3050,1,1,1
11050,enriched,10,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3051,1,1,1
11051,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3052,1,1,1
11052,enriched,12,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3053,1,1,1
11053,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3054,1,1,1
11054,enriched,14,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3055,1,1,1
11055,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3056,1,1,1
11056,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3057,1,1,1
11057,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3058,1,1,1
11058,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3059,1,1,1
11059,enriched,19,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3060,1,1,1
11060,enriched,0,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3061,1,1,1
11061,enriched,1,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3062,1,1,1
11062,enriched,2,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3063,1,1,1
11063,enriched,3,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3064,1,1,1
11064,enriched,4,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3065,1,1,1
11065,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3066,1,1,1
11066,enriched,6,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3067,1,1,1
11067,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3068,1,1,1
11068,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3069,1,1,1
11069,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3070,1,1,1
11070,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3071,1,1,1
11071,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3072,1,1,1
11072,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3073,1,1,1
11073,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3074,1,1,1
11074,enriched,14,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3075,1,1,1
11075,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3076,1,1,1
11076,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3077,1,1,1
11077,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3078,1,1,1
11078,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3079,1,1,1
11079,enriched,19,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3080,1,1,1
11080,enriched,0,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3081,1,1,1
11081,enriched,1,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3082,1,1,1
11082,enriched,2,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3083,1,1,1
11083,enriched,3,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3084,1,1,1
11084,enriched,4,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3085,1,1,1
11085,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3086,1,1,1
11086,enriched,6,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3087,1,1,1
11087,enriched,7,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3088,1,1,1
11088,enriched,8,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3089,1,1,1
11089,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3090,1,1,1
11090,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3091,1,1,1
11091,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3092,1,1,1
11092,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3093,1,1,1
11093,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3094,1,1,1
11094,enriched,14,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3095,1,1,1
11095,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3096,1,1,1
11096,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3097,1,1,1
11097,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3098,1,1,1
11098,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3099,1,1,1
11099,enriched,19,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3100,1,1,1
11100,enriched,0,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3101,1,1,1
11101,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3102,1,1,1
11102,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3103,1,1,1
11103,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3104,1,1,1
11104,enriched,4,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3105,1,1,1
11105,enriched,5,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3106,1,1,1
11106,enriched,6,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3107,1,1,1
11107,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3108,1,1,1
11108,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3109,1,1,1
11109,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3110,1,1,1
11110,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3111,1,1,1
11111,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3112,1,1,1
11112,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3113,1,1,1
11113,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3114,1,1,1
11114,enriched,14,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3115,1,1,1
11115,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3116,1,1,1
11116,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3117,1,1,1
11117,enriched,17,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3118,1,1,1
11118,enriched,18,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3119,1,1,1
11119,enriched,19,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3120,1,1,1
11120,enriched,0,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3121,1,1,1
11121,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3122,1,1,1
11122,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3123,1,1,1
11123,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3124,1,1,1
11124,enriched,4,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3125,1,1,1
11125,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3126,1,1,1
11126,enriched,6,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3127,1,1,1
11127,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3128,1,1,1
11128,enriched,8,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3129,1,1,1
11129,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3130,1,1,1
11130,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3131,1,1,1
11131,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3132,1,1,1
11132,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3133,1,1,1
11133,enriched,13,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3134,1,1,1
11134,enriched,14,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3135,1,1,1
11135,enriched,15,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3136,1,1,1
11136,enriched,16,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3137,1,1,1
11137,enriched,17,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3138,1,1,1
11138,enriched,18,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3139,1,1,1
11139,enriched,19,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3140,1,1,1
11140,enriched,0,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3141,1,1,1
11141,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3142,1,1,1
11142,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3143,1,1,1
11143,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3144,1,1,1
11144,enriched,4,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3145,1,1,1
11145,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3146,1,1,1
11146,enriched,6,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3147,1,1,1
11147,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3148,1,1,1
11148,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3149,1,1,1
11149,enriched,9,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3150,1,1,1
11150,enriched,10,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3151,1,1,1
11151,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3152,1,1,1
11152,enriched,12,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3153,1,1,1
11153,enriched,13,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3154,1,1,1
11154,enriched,14,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3155,1,1,1
11155,enriched,15,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3156,1,1,1
11156,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3157,1,1,1
11157,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3158,1,1,1
11158,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3159,1,1,1
11159,enriched,19,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3160,1,1,1
11160,enriched,0,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3161,1,1,1
11161,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3162,1,1,1
11162,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3163,1,1,1
11163,enriched,3,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3164,1,1,1
11164,enriched,4,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3165,1,1,1
11165,enriched,5,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3166,1,1,1
11166,enriched,6,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3167,1,1,1
11167,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3168,1,1,1
11168,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3169,1,1,1
11169,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3170,1,1,1
11170,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3171,1,1,1
11171,enriched,11,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3172,1,1,1
11172,enriched,12,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3173,1,1,1
11173,enriched,13,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3174,1,1,1
11174,enriched,14,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3175,1,1,1
11175,enriched,15,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3176,1,1,1
11176,enriched,16,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3177,1,1,1
11177,enriched,17,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3178,1,1,1
11178,enriched,18,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3179,1,1,1
11179,enriched,19,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3180,1,1,1
11180,enriched,0,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3181,1,1,1
11181,enriched,1,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3182,1,1,1
11182,enriched,2,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3183,1,1,1
11183,enriched,3,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3184,1,1,1
11184,enriched,4,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3185,1,1,1
11185,enriched,5,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3186,1,1,1
11186,enriched,6,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3187,1,1,1
11187,enriched,7,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3188,1,1,1
11188,enriched,8,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3189,1,1,1
11189,enriched,9,near_threshold_spots,first,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3190,1,1,1
11190,enriched,10,near_threshold_spots,second,1,,outputs\hu_turn2_stage8_20k_mc512\predicted_low_margin_from_pool.jsonl:3191,1,1,1
